letters,required,score,words
wevntri,t,487,83
wevntri,w,250,46
luetaxp,p,228,52
luetaxp,x,50,10
luetaxp,a,247,54
luetaxp,t,251,52
luetaxp,e,275,61
luetaxp,u,103,23
luetaxp,l,274,59
lfuedng,g,171,38
lfuedng,n,216,42
lfuedng,u,325,67
lfuedng,l,278,60
lfuedng,f,198,41
wfunagi,u,54,9
wfunagi,a,190,36
wfunagi,f,73,16
wfunagi,w,123,21
uecdtrk,u,243,54
uecdtrk,c,250,49
uecdtrk,t,209,41
uecdtrk,k,90,18
rleoami,i,221,49
rleoami,m,296,73
rleoami,a,263,64
rleoami,o,176,42
rleoami,l,250,65
kmcargi,i,71,18
kmcargi,g,54,12
kmcargi,r,74,21
kmcargi,a,97,27
kmcargi,c,75,17
kmcargi,m,84,21
kmcargi,k,41,9
ecntamp,p,142,35
ecntamp,m,148,39
ecntamp,a,283,70
ecntamp,t,239,55
ecntamp,n,245,50
ecntamp,c,174,36
ecntamp,e,308,76
yecntrp,p,175,36
yecntrp,n,142,27
yecntrp,t,207,41
yecntrp,c,100,16
yecntrp,y,96,19
ujntagi,u,139,24
ujntagi,a,218,40
ujntagi,t,237,43
ujntagi,j,57,9
lfontai,i,285,57
lfontai,a,366,67
lfontai,t,352,70
lfontai,n,288,53
lfontai,o,339,66
lfontai,f,224,45
lfontai,l,309,70
fucnkgi,u,63,13
fucnkgi,c,56,11
fucnkgi,f,58,12
fucnkgi,k,76,17
ednvtar,a,770,139
ednvtar,v,327,56
ednvtar,n,709,121
ednvtar,t,751,127
luecnap,p,151,41
luecnap,a,233,60
luecnap,n,162,37
luecnap,c,146,33
luecnap,e,183,47
luecnap,u,86,21
luecnap,l,181,51
cohnkgi,k,187,38
cohnkgi,c,245,46
cohnkgi,o,253,50
cohnkgi,h,177,32
lbonazi,i,89,20
lbonazi,z,48,7
lbonazi,a,124,28
lbonazi,n,134,30
lbonazi,o,126,31
lbonazi,b,117,28
lbonazi,l,103,29
luedvna,a,332,71
luedvna,n,285,58
luedvna,v,219,43
luedvna,u,241,47
luedvna,l,383,81
gconkpi,k,157,34
gconkpi,c,172,34
gconkpi,p,191,33
gconkpi,o,234,49
leconxi,i,137,31
leconxi,x,41,7
leconxi,n,162,40
leconxi,o,145,40
leconxi,c,160,36
leconxi,e,170,39
leconxi,l,156,37
fuedrgi,u,198,40
fuedrgi,f,276,54
fuedrgi,g,267,50
fuedrgi,i,310,59
lycohrp,p,88,27
lycohrp,r,63,12
lycohrp,h,63,13
lycohrp,o,137,41
lycohrp,c,69,17
lycohrp,y,87,17
lycohrp,l,81,23
gujedrp,u,217,41
gujedrp,g,168,29
gujedrp,p,185,36
gujedrp,j,79,11
edhnami,i,211,49
edhnami,m,350,75
edhnami,a,361,74
edhnami,n,353,69
edhnami,h,123,22
gcntapi,c,258,37
gcntapi,t,395,63
gcntapi,a,488,81
gcntapi,p,308,49
uecdhpi,i,141,32
uecdhpi,p,128,28
uecdhpi,h,87,19
uecdhpi,c,139,29
uecdhpi,u,75,15
fytargi,i,109,28
fytargi,g,48,14
fytargi,r,153,41
fytargi,a,160,41
fytargi,t,127,33
fytargi,y,84,19
fytargi,f,103,27
lyjonti,i,73,24
lyjonti,t,64,23
lyjonti,n,74,23
lyjonti,o,80,27
lyjonti,j,40,9
lyjonti,y,51,12
lyjonti,l,64,24
lucnrgi,u,194,35
lucnrgi,c,139,21
lucnrgi,l,181,32
lucnrgi,r,185,32
rntamgi,a,819,129
rntamgi,t,568,86
rntamgi,r,579,90
rntamgi,m,450,70
luecqoa,a,52,14
luecqoa,o,47,13
luecqoa,q,35,6
luecqoa,c,49,15
luecqoa,e,50,12
luecqoa,u,39,10
luecqoa,l,54,20
ruonmgi,u,170,26
ruonmgi,o,245,46
ruonmgi,r,289,51
ruonmgi,m,227,39
lmbecri,i,210,50
lmbecri,m,140,33
lmbecri,c,104,21
lmbecri,b,140,29
lmbecri,l,174,40
wonargi,a,334,61
wonargi,w,252,44
wonargi,o,267,53
wonargi,r,336,61
ueqntai,i,164,30
ueqntai,a,163,30
ueqntai,t,229,47
ueqntai,n,235,46
ueqntai,q,118,18
ueqntai,e,213,39
ueqntai,u,172,32
wledhri,i,352,77
wledhri,l,275,61
wledhri,w,274,58
wledhri,h,158,36
glontpi,t,381,68
glontpi,l,360,71
glontpi,o,500,94
glontpi,p,374,63
yecdami,i,189,42
yecdami,m,184,44
yecdami,a,236,52
yecdami,c,206,41
yecdami,y,76,14
lechtap,p,259,61
lechtap,a,452,105
lechtap,t,382,81
lechtap,h,215,53
lechtap,c,254,54
lechtap,e,398,93
lechtap,l,340,76
fuecdri,u,184,40
fuecdri,c,253,50
fuecdri,f,246,48
fuecdri,i,327,63
yvntrgi,y,56,9
yvntrgi,t,109,20
yvntrgi,v,41,5
yvntrgi,r,89,16
luconam,m,124,33
luconam,a,155,43
luconam,n,144,34
luconam,o,118,35
luconam,c,118,28
luconam,u,78,19
luconam,l,113,39
gldnrzi,l,111,19
gldnrzi,d,151,26
gldnrzi,r,138,25
gldnrzi,z,24,3
ruyecki,k,58,13
ruyecki,c,91,22
ruyecki,u,43,10
ruyecki,i,79,17
ruyecki,y,37,8
lfuedot,t,223,58
lfuedot,o,228,60
lfuedot,u,203,48
lfuedot,l,318,78
lfuedot,f,218,56
lodnami,i,202,47
lodnami,m,238,59
lodnami,a,243,58
lodnami,n,238,52
lodnami,d,139,36
lodnami,o,171,46
lodnami,l,150,44
fontaxi,i,155,30
fontaxi,x,49,8
fontaxi,a,149,27
fontaxi,t,154,31
fontaxi,n,157,31
fontaxi,o,130,26
fontaxi,f,53,13
guenrpi,u,298,51
guenrpi,p,421,75
jbecdot,t,141,30
jbecdot,o,149,35
jbecdot,c,112,21
jbecdot,b,84,18
jbecdot,j,65,9
wohntar,r,190,43
wohntar,a,166,41
wohntar,t,188,49
wohntar,n,106,27
wohntar,h,113,27
wohntar,o,171,43
wohntar,w,108,25
fodnrgi,f,145,29
fodnrgi,o,263,55
fodnrgi,d,217,44
fodnrgi,r,260,50
reohntm,m,243,53
reohntm,t,491,101
reohntm,n,297,60
reohntm,o,438,95
reohntm,h,242,46
eovtark,k,94,21
eovtark,t,286,63
eovtark,a,212,47
eovtark,v,128,26
eovtark,o,214,48
wenakgi,k,149,31
wenakgi,a,258,47
wenakgi,w,226,44
wenakgi,e,188,39
fucdhna,a,50,9
fucdhna,n,46,9
fucdhna,h,44,8
fucdhna,d,29,6
fucdhna,c,43,7
fucdhna,u,42,10
fucdhna,f,30,8
yecdonp,p,190,43
yecdonp,n,246,50
yecdonp,o,252,60
yecdonp,c,202,37
yecdonp,y,95,20
lcoargi,i,154,34
lcoargi,g,111,28
lcoargi,r,137,35
lcoargi,a,174,43
lcoargi,o,169,41
lcoargi,c,179,37
lcoargi,l,180,49
ubohtrg,g,113,22
ubohtrg,r,139,34
ubohtrg,t,164,42
ubohtrg,h,141,29
ubohtrg,o,187,46
ubohtrg,b,79,21
ubohtrg,u,149,37
lujonar,r,55,15
lujonar,a,63,19
lujonar,n,58,17
lujonar,o,41,15
lujonar,j,21,4
lujonar,u,64,15
lujonar,l,69,20
bhnampi,i,51,14
bhnampi,p,25,5
bhnampi,m,54,14
bhnampi,a,51,14
bhnampi,n,58,12
bhnampi,h,16,1
bhnampi,b,29,5
uchnkgi,u,91,16
uchnkgi,c,136,26
uchnkgi,h,136,27
uchnkgi,k,89,19
ehntagi,a,378,71
ehntagi,t,591,107
ehntagi,h,306,55
ehntagi,e,487,86
weotarp,p,445,94
weotarp,a,432,91
weotarp,t,517,105
weotarp,o,356,72
weotarp,w,186,42
rweonmk,k,86,24
rweonmk,m,69,24
rweonmk,n,101,31
rweonmk,o,138,43
rweonmk,w,105,29
rleontm,m,285,61
rleontm,t,442,93
rleontm,n,276,58
rleontm,o,389,96
rleontm,l,208,49
ubedhtm,m,92,22
ubedhtm,t,119,32
ubedhtm,h,78,16
ubedhtm,b,106,21
ubedhtm,u,115,27
gcntrzi,c,71,10
gcntrzi,t,99,17
gcntrzi,r,92,16
gcntrzi,z,34,5
glecapi,i,148,30
glecapi,p,160,43
glecapi,a,224,54
glecapi,c,132,30
glecapi,e,189,49
glecapi,l,207,51
glecapi,g,100,24
uecdovh,v,36,7
uecdovh,o,128,28
uecdovh,h,88,19
uecdovh,c,114,24
uecdovh,u,71,14
benargi,a,846,144
benargi,b,547,94
ucntami,i,199,40
ucntami,m,139,30
ucntami,a,213,44
ucntami,t,169,38
ucntami,n,212,42
ucntami,c,130,24
ucntami,u,100,21
lecdomi,i,283,60
lecdomi,m,239,55
lecdomi,o,316,71
lecdomi,c,266,53
lecdomi,l,325,74
ymetxri,i,144,35
ymetxri,m,122,32
ymetxri,x,43,7
ymetxri,t,159,39
ymetxri,y,51,9
lycarpi,i,184,38
lycarpi,p,141,32
lycarpi,r,167,36
lycarpi,a,261,58
lycarpi,c,186,35
lycarpi,y,186,35
lycarpi,l,205,44
lcovnai,i,232,45
lcovnai,a,252,51
lcovnai,n,216,44
lcovnai,v,130,25
lcovnai,o,191,45
lcovnai,c,229,44
lcovnai,l,235,52
fuontrp,p,106,27
fuontrp,r,151,41
fuontrp,t,149,43
fuontrp,n,103,25
fuontrp,o,175,51
fuontrp,u,117,35
fuontrp,f,70,20
rudohmi,i,67,9
rudohmi,m,91,18
rudohmi,h,65,10
rudohmi,o,84,22
rudohmi,d,84,20
rudohmi,u,82,14
rudohmi,r,90,20
lbechta,a,350,85
lbechta,t,308,70
lbechta,h,216,51
lbechta,c,217,43
lbechta,e,335,79
lbechta,b,153,38
lbechta,l,259,61
lchnapi,i,211,43
lchnapi,p,138,30
lchnapi,a,178,40
lchnapi,n,129,26
lchnapi,h,127,26
lchnapi,c,196,38
lchnapi,l,189,40
ubeqoti,i,54,10
ubeqoti,t,91,24
ubeqoti,o,57,15
ubeqoti,q,62,10
ubeqoti,e,78,16
ubeqoti,b,54,15
ubeqoti,u,72,16
guhtrpi,i,55,16
guhtrpi,p,33,10
guhtrpi,r,39,14
guhtrpi,t,62,19
guhtrpi,h,51,12
guhtrpi,u,33,10
guhtrpi,g,49,14
luednmi,i,272,61
luednmi,m,240,52
luednmi,n,264,55
luednmi,u,227,44
luednmi,l,267,59
uedntap,p,353,69
uedntap,t,466,89
uedntap,a,435,80
uedntap,n,543,95
uedntap,u,275,53
luytrgi,i,73,20
luytrgi,g,65,18
luytrgi,r,41,11
luytrgi,t,65,17
luytrgi,y,59,10
luytrgi,u,56,13
luytrgi,l,78,22
lednami,i,539,111
lednami,m,582,120
lednami,a,694,140
lednami,n,609,115
lednami,l,581,117
lbotari,i,204,51
lbotari,r,239,58
lbotari,a,286,67
lbotari,t,279,70
lbotari,o,234,64
lbotari,b,177,45
lbotari,l,174,54
ydntrgi,y,113,19
ydntrgi,t,155,30
ydntrgi,d,167,31
ydntrgi,r,150,29
uyeqcda,a,89,18
uyeqcda,q,34,7
uyeqcda,c,95,17
uyeqcda,u,77,16
uyeqcda,y,46,10
econrgi,c,331,52
econrgi,o,485,82
lbedhar,a,716,145
lbedhar,l,457,91
lbedhar,h,225,47
lbedhar,b,502,95
ledonar,a,540,116
ledonar,l,474,104
ledonar,n,442,92
ledonar,o,406,96
gmdarpi,i,77,27
gmdarpi,p,42,15
gmdarpi,r,102,33
gmdarpi,a,113,36
gmdarpi,d,76,22
gmdarpi,m,96,27
gmdarpi,g,54,16
lfuenar,a,270,62
lfuenar,n,223,45
lfuenar,u,223,48
lfuenar,l,299,68
lfuenar,f,218,49
echtari,i,517,88
echtari,a,805,146
echtari,t,888,155
echtari,h,607,110
echtari,c,668,115
bentari,i,635,107
bentari,t,813,147
bentari,a,742,139
bentari,n,584,106
bentari,b,359,72
ecotaxr,x,82,14
ecotaxr,a,345,71
ecotaxr,t,452,90
ecotaxr,o,243,51
ecotaxr,c,310,58
lubqngi,u,132,24
lubqngi,q,21,2
lubqngi,l,147,28
lubqngi,b,124,21
wlenarg,g,343,69
wlenarg,a,446,101
wlenarg,n,323,65
wlenarg,l,247,55
wlenarg,w,136,36
luevarg,g,256,57
luevarg,a,365,84
luevarg,v,240,48
luevarg,u,181,40
luevarg,l,312,68
lcotapi,i,325,59
lcotapi,p,284,56
lcotapi,a,343,67
lcotapi,t,343,71
lcotapi,o,292,67
lcotapi,c,329,64
lcotapi,l,359,81
luecngi,u,153,30
luecngi,c,162,28
luecngi,l,265,52
luecngi,e,226,45
ruentam,m,375,74
ruentam,t,611,120
ruentam,a,556,111
ruentam,n,504,92
ruentam,u,334,61
ludvngi,u,130,23
ludvngi,l,137,26
ludvngi,d,175,29
ludvngi,v,65,9
becdhri,i,345,70
becdhri,c,234,43
becdhri,h,162,33
becdhri,b,161,30
luetarp,p,579,117
luetarp,a,646,131
luetarp,t,617,117
luetarp,u,282,59
luetarp,l,494,99
wubdonr,r,93,25
wubdonr,n,103,24
wubdonr,o,134,37
wubdonr,d,81,22
wubdonr,b,86,21
wubdonr,u,85,18
wubdonr,w,60,13
edhnari,i,467,90
edhnari,a,533,104
edhnari,n,422,77
edhnari,h,304,58
ueqdtri,u,227,43
ueqdtri,q,136,21
ueqdtri,t,300,59
ueqdtri,i,347,65
mecarpk,k,127,30
mecarpk,p,203,51
mecarpk,m,187,42
mecarpk,a,308,77
mecarpk,c,196,44
lbedota,a,562,115
lbedota,t,510,104
lbedota,o,429,94
lbedota,b,544,112
lbedota,l,609,127
petarzi,i,384,67
petarzi,z,96,17
petarzi,a,430,88
petarzi,t,434,84
petarzi,p,418,83
lfevxri,i,254,55
lfevxri,x,39,6
lfevxri,v,186,35
lfevxri,l,246,53
lfevxri,f,175,42
wleonmp,p,93,32
wleonmp,m,77,24
wleonmp,n,72,23
wleonmp,o,123,49
wleonmp,e,121,41
wleonmp,l,94,32
wleonmp,w,60,15
wlbeark,k,115,31
wlbeark,a,287,73
wlbeark,b,240,53
wlbeark,l,189,48
wlbeark,w,116,31
fednagi,a,296,57
fednagi,f,232,43
lfbnagi,b,197,35
lfbnagi,a,365,71
lfbnagi,l,304,59
lfbnagi,f,153,29
ryeotmp,p,356,74
ryeotmp,m,239,54
ryeotmp,t,393,81
ryeotmp,o,387,86
ryeotmp,y,172,32
wedhari,i,343,70
wedhari,a,461,94
wedhari,w,303,63
wedhari,h,265,53
ehntarp,p,317,68
ehntarp,t,609,123
ehntarp,a,584,125
ehntarp,n,353,67
ehntarp,h,237,51
fyontgi,y,91,19
fyontgi,t,199,39
fyontgi,f,132,26
fyontgi,o,188,40
ubednta,t,474,94
ubednta,a,468,91
ubednta,n,478,86
ubednta,b,311,69
ubednta,u,301,59
redohmi,i,258,52
redohmi,h,160,34
redohmi,o,291,64
redohmi,m,254,56
luedovr,u,224,43
luedovr,l,427,82
luedovr,o,404,81
luedovr,v,360,59
glconzi,c,155,30
glconzi,l,206,40
glconzi,o,264,54
glconzi,z,69,10
feontri,i,396,77
feontri,t,546,111
feontri,n,419,80
feontri,o,334,70
feontri,f,323,64
lfetrzi,i,363,78
lfetrzi,z,93,12
lfetrzi,t,279,59
lfetrzi,l,292,64
lfetrzi,f,339,73
bentami,i,265,58
bentami,m,287,67
bentami,a,343,77
bentami,t,341,76
bentami,n,344,71
bentami,e,353,86
bentami,b,118,32
ucnargi,u,149,24
ucnargi,c,179,29
ucnargi,a,321,55
ucnargi,r,318,56
bedntri,i,751,136
bedntri,t,648,117
bedntri,n,592,105
bedntri,b,317,58
lbedona,a,472,100
lbedona,n,392,83
lbedona,o,360,83
lbedona,b,475,99
lbedona,l,497,108
ubentmi,i,153,37
ubentmi,m,128,34
ubentmi,t,154,44
ubentmi,n,169,40
ubentmi,e,169,46
ubentmi,b,67,17
ubentmi,u,107,25
weohntm,m,91,28
weohntm,t,147,44
weohntm,n,107,33
weohntm,h,58,19
weohntm,o,106,37
weohntm,e,141,46
weohntm,w,43,16
gontazi,a,345,56
gontazi,t,338,56
gontazi,o,287,49
gontazi,z,94,12
edvnrgi,v,524,85
lechnri,i,303,63
lechnri,n,155,30
lechnri,h,208,41
lechnri,c,277,51
lechnri,l,224,45
fecdtrp,c,174,26
fecdtrp,f,216,37
fecdtrp,t,231,40
fecdtrp,p,191,34
ubedntr,u,515,98
ubedntr,t,509,96
ubedntr,n,536,98
ubedntr,b,287,56
rweakgi,i,90,18
rweakgi,g,88,21
rweakgi,k,46,14
rweakgi,a,149,38
rweakgi,w,120,32
reontam,m,517,108
reontam,t,755,149
reontam,a,629,128
reontam,n,576,109
reontam,o,516,109
bcohtai,i,132,26
bcohtai,a,199,42
bcohtai,t,206,50
bcohtai,h,150,34
bcohtai,o,139,34
bcohtai,c,194,39
bcohtai,b,127,27
whnakgi,k,76,20
whnakgi,a,175,35
whnakgi,w,151,28
whnakgi,h,59,14
redntmi,i,906,163
redntmi,t,842,146
redntmi,n,751,125
redntmi,m,516,92
gchnrpi,c,112,20
gchnrpi,p,145,24
gchnrpi,h,102,20
gchnrpi,r,96,17
ecdhrpi,i,493,93
ecdhrpi,c,389,65
ecdhrpi,p,385,67
ecdhrpi,h,250,44
wehntgi,t,520,89
wehntgi,w,277,49
wehntgi,h,359,60
wehntgi,e,446,77
lmetarp,p,544,111
lmetarp,m,326,77
lmetarp,a,753,163
lmetarp,t,655,131
lmetarp,l,495,101
rumecki,k,63,15
rumecki,m,106,25
rumecki,c,107,24
rumecki,u,87,17
rumecki,i,120,27
ledotar,t,851,158
ledotar,l,670,130
ledotar,o,646,134
ledotar,a,811,156
rbeoamg,g,204,47
rbeoamg,m,241,55
rbeoamg,a,292,71
rbeoamg,o,177,46
rbeoamg,b,212,51
pbetazi,i,90,18
pbetazi,z,50,8
pbetazi,a,87,25
pbetazi,t,80,24
pbetazi,e,78,26
pbetazi,b,51,16
pbetazi,p,84,21
lontmgi,t,307,60
lontmgi,l,316,64
lontmgi,o,352,73
lontmgi,m,200,39
lfecnti,i,327,72
lfecnti,t,304,66
lfecnti,n,262,50
lfecnti,c,184,33
lfecnti,e,364,82
lfecnti,f,182,43
lfecnti,l,282,66
ujednri,u,226,42
ujednri,n,340,64
ujednri,i,291,54
ujednri,j,66,10
wlntagi,t,428,76
wlntagi,l,351,64
wlntagi,w,284,52
wlntagi,a,499,89
lycnapi,i,195,35
lycnapi,p,119,27
lycnapi,a,229,48
lycnapi,n,157,29
lycnapi,c,182,32
lycnapi,y,145,26
lycnapi,l,196,42
lbecdta,a,538,111
lbecdta,t,375,71
lbecdta,c,209,37
lbecdta,b,372,73
lbecdta,l,458,90
ledtami,i,514,110
ledtami,m,474,107
ledtami,a,547,118
ledtami,t,506,107
ledtami,l,553,119
lucntap,p,91,23
lucntap,a,152,40
lucntap,t,102,27
lucntap,n,87,23
lucntap,c,99,23
lucntap,u,82,26
lucntap,l,125,33
ueqonxi,i,57,9
ueqonxi,x,20,3
ueqonxi,n,72,16
ueqonxi,o,42,10
ueqonxi,q,43,6
ueqonxi,e,57,12
ueqonxi,u,62,10
umedrpi,u,307,56
umedrpi,p,382,77
umedrpi,i,430,80
umedrpi,m,398,72
gumnrpi,u,208,34
gumnrpi,p,227,39
gumnrpi,m,178,30
gumnrpi,r,202,37
leodtag,g,331,74
leodtag,a,400,90
leodtag,t,355,76
leodtag,o,340,80
leodtag,l,461,104
ubcdork,k,54,17
ubcdork,r,65,23
ubcdork,o,81,27
ubcdork,d,31,14
ubcdork,c,60,18
ubcdork,b,44,12
ubcdork,u,38,12
bodnrgi,o,332,65
bodnrgi,d,239,45
bodnrgi,b,240,44
bodnrgi,r,268,52
keontri,i,304,63
keontri,k,129,34
keontri,t,402,91
keontri,n,344,76
keontri,o,250,62
lumbeyr,m,185,34
lumbeyr,b,243,49
lumbeyr,u,252,53
lumbeyr,y,123,26
lumbeyr,l,226,51
rhnamgi,a,395,72
rhnamgi,h,80,15
rhnamgi,r,270,48
rhnamgi,m,259,47
geontpi,t,455,81
geontpi,o,392,74
geontpi,e,369,75
geontpi,p,420,74
uyntami,i,160,33
uyntami,m,152,33
uyntami,a,156,34
uyntami,t,176,38
uyntami,n,203,42
uyntami,y,112,21
uyntami,u,136,26
wlednmi,i,283,67
wlednmi,m,190,43
wlednmi,n,219,47
wlednmi,l,271,60
wlednmi,w,170,36
lyeovtr,t,194,46
lyeovtr,v,185,39
lyeovtr,o,208,55
lyeovtr,y,112,25
lyeovtr,l,226,51
lfbedoi,i,308,63
lfbedoi,o,255,59
lfbedoi,b,279,57
lfbedoi,l,419,95
lfbedoi,f,218,49
lhntrgi,t,268,49
lhntrgi,l,176,32
lhntrgi,h,156,27
lhntrgi,r,128,24
ybecdot,t,132,30
ybecdot,o,195,45
ybecdot,c,106,20
ybecdot,b,104,24
ybecdot,y,83,18
gumerpi,i,234,46
gumerpi,p,207,46
gumerpi,m,222,45
gumerpi,u,128,25
gumerpi,g,132,25
lbcoagk,k,88,22
lbcoagk,g,36,12
lbcoagk,a,100,29
lbcoagk,o,103,35
lbcoagk,c,94,26
lbcoagk,b,87,23
lbcoagk,l,101,37
gmearpi,i,274,57
gmearpi,p,279,62
gmearpi,m,281,62
gmearpi,a,299,71
gmearpi,g,248,50
luednmp,p,227,46
luednmp,m,173,36
luednmp,n,165,31
luednmp,u,282,59
luednmp,l,236,49
ecdonti,i,620,98
ecdonti,n,811,132
ecdonti,t,735,121
ecdonti,o,681,111
ecdonti,c,666,100
entargi,a,1649,234
entargi,t,1611,229
ruhnami,i,87,20
ruhnami,m,117,24
ruhnami,a,102,24
ruhnami,n,92,17
ruhnami,h,44,7
ruhnami,u,67,11
ruhnami,r,67,15
lecotap,p,282,74
lecotap,a,406,90
lecotap,t,378,83
lecotap,o,222,65
lecotap,c,230,55
lecotap,e,361,82
lecotap,l,405,99
renampi,i,358,75
renampi,p,296,63
renampi,m,280,65
renampi,a,355,81
renampi,n,283,59
wybdork,k,51,11
wybdork,r,88,22
wybdork,o,119,33
wybdork,d,73,19
wybdork,b,60,13
wybdork,y,73,14
wybdork,w,77,15
gednarp,a,940,170
gednarp,g,641,109
gednarp,n,673,108
gednarp,p,430,79
lfbenxi,i,112,28
lfbenxi,x,37,6
lfbenxi,n,84,16
lfbenxi,e,143,37
lfbenxi,b,90,18
lfbenxi,f,93,23
lfbenxi,l,138,32
ecdtxrp,c,188,29
ecdtxrp,t,206,34
ecdtxrp,p,201,36
ecdtxrp,x,113,17
luecdoi,i,192,41
luecdoi,o,240,51
luecdoi,c,287,59
luecdoi,u,173,34
luecdoi,l,335,75
uqntari,i,115,22
uqntari,r,122,24
uqntari,a,171,34
uqntari,t,172,36
uqntari,n,139,28
uqntari,q,67,9
uqntari,u,99,22
fecnarg,g,182,38
fecnarg,a,290,69
fecnarg,n,222,43
fecnarg,c,147,31
fecnarg,f,118,26
luontgi,u,246,43
luontgi,t,377,71
luontgi,l,321,64
luontgi,o,359,70
fucotam,m,71,19
fucotam,a,84,24
fucotam,t,81,27
fucotam,o,97,27
fucotam,c,55,14
fucotam,u,50,14
fucotam,f,33,10
uedvnap,p,198,42
uedvnap,a,155,34
uedvnap,v,89,21
uedvnap,n,251,47
uedvnap,u,123,24
ldonahg,g,107,29
ldonahg,h,56,13
ldonahg,a,124,35
ldonahg,n,112,28
ldonahg,o,132,39
ldonahg,d,83,22
ldonahg,l,101,31
wkcnami,i,113,28
wkcnami,m,91,20
wkcnami,a,127,25
wkcnami,n,116,23
wkcnami,c,89,17
wkcnami,k,63,16
wkcnami,w,30,8
fontrpi,i,161,34
fontrpi,p,193,36
fontrpi,r,133,34
fontrpi,t,186,44
fontrpi,n,165,32
fontrpi,o,212,51
fontrpi,f,71,16
wohtamk,k,32,8
wohtamk,m,61,18
wohtamk,a,73,24
wohtamk,t,72,23
wohtamk,h,53,18
wohtamk,o,75,23
wohtamk,w,28,9
lbetarg,g,376,73
lbetarg,a,730,151
lbetarg,t,492,94
lbetarg,b,403,81
lbetarg,l,455,90
gmonrpi,p,264,50
gmonrpi,o,320,65
gmonrpi,m,228,45
gmonrpi,r,291,58
lfuedor,u,310,67
lfuedor,f,393,82
lfuedor,l,425,93
lfuedor,o,347,81
ruetami,i,297,59
ruetami,m,309,73
ruetami,a,374,78
ruetami,t,453,96
ruetami,u,172,31
wlbehtr,t,152,31
wlbehtr,h,95,21
wlbehtr,b,68,16
wlbehtr,l,85,21
wlbehtr,w,98,23
lubenam,m,203,50
lubenam,a,245,66
lubenam,n,147,36
lubenam,e,242,60
lubenam,b,208,49
lubenam,u,151,36
lubenam,l,262,66
lontapk,k,55,15
lontapk,p,109,28
lontapk,a,148,37
lontapk,t,121,31
lontapk,n,89,24
lontapk,o,145,45
lontapk,l,143,42
wlednag,g,313,65
wlednag,a,464,103
wlednag,n,297,63
wlednag,l,377,83
wlednag,w,213,50
lfyhtgi,i,126,33
lfyhtgi,g,79,15
lfyhtgi,t,98,23
lfyhtgi,h,93,17
lfyhtgi,y,68,12
lfyhtgi,f,62,15
lfyhtgi,l,97,24
wonamgi,a,321,61
wonamgi,w,188,33
wonamgi,o,212,44
wonamgi,m,240,47
lfueari,i,277,61
lfueari,a,227,54
lfueari,u,143,32
lfueari,l,318,77
lfueari,f,349,79
echtnar,t,885,159
echtnar,a,878,166
echtnar,n,491,87
echtnar,h,550,98
echtnar,c,638,109
fuedonm,m,139,34
fuedonm,n,251,53
fuedonm,o,183,45
fuedonm,u,186,37
fuedonm,f,145,29
luyhtmi,i,58,16
luyhtmi,m,70,16
luyhtmi,t,63,16
luyhtmi,h,36,8
luyhtmi,y,50,10
luyhtmi,u,66,14
luyhtmi,l,61,18
wljengi,l,189,34
wljengi,w,113,19
wljengi,e,173,34
wljengi,j,85,12
glunmpi,u,282,49
glunmpi,l,247,47
glunmpi,m,198,34
glunmpi,p,289,49
leharpi,i,269,55
leharpi,p,352,74
leharpi,a,323,75
leharpi,h,161,36
leharpi,l,261,62
wfeorpi,i,150,33
wfeorpi,p,182,42
wfeorpi,o,131,30
wfeorpi,f,130,30
wfeorpi,w,112,27
lbhntgi,t,247,43
lbhntgi,l,164,30
lbhntgi,h,154,26
lbhntgi,b,98,15
ryedtam,y,246,48
ryedtam,a,676,139
ryedtam,t,427,87
ryedtam,m,407,81
lubedai,i,259,54
lubedai,a,325,75
lubedai,b,373,80
lubedai,u,196,43
lubedai,l,493,107
lecdhni,i,370,77
lecdhni,n,241,45
lecdhni,h,213,44
lecdhni,c,298,55
lecdhni,l,271,54
ybevari,i,131,25
ybevari,a,159,41
ybevari,v,120,28
ybevari,b,149,33
ybevari,y,91,21
luevtri,i,277,57
luevtri,t,231,48
luevtri,v,238,42
luevtri,u,76,18
luevtri,l,252,57
lfenrgi,f,453,78
lfenrgi,l,412,74
ecovntr,v,227,39
ecovntr,n,437,77
ecovntr,t,467,85
ecovntr,o,495,94
ecovntr,c,388,60
kehntri,i,383,73
kehntri,k,99,23
kehntri,t,423,81
kehntri,n,332,63
kehntri,h,235,42
bednarz,a,451,99
bednarz,n,265,52
bednarz,b,306,65
bednarz,z,72,14
lybcapk,k,63,14
lybcapk,p,88,17
lybcapk,a,150,39
lybcapk,c,85,20
lybcapk,b,84,17
lybcapk,y,80,18
lybcapk,l,110,28
eontxmp,p,111,29
eontxmp,m,109,29
eontxmp,x,45,9
eontxmp,t,168,41
eontxmp,n,137,35
eontxmp,o,152,46
eontxmp,e,180,54
ontargi,a,958,137
ontargi,t,907,133
ontargi,o,715,107
ontargi,r,826,122
uyqdnar,r,57,14
uyqdnar,a,65,18
uyqdnar,n,38,8
uyqdnar,d,49,11
uyqdnar,q,24,5
uyqdnar,y,66,15
uyqdnar,u,35,8
fuqnagi,u,53,10
fuqnagi,q,21,3
fuqnagi,f,62,13
fuqnagi,a,116,23
lujqoni,i,46,10
lujqoni,n,45,13
lujqoni,o,39,11
lujqoni,q,19,2
