letters,required,score,words
petarzi,z,96,17
lfevxri,x,39,6
lfevxri,v,186,35
lfevxri,l,246,53
lfevxri,f,175,42
wleonmp,p,93,32
wleonmp,m,77,24
wleonmp,n,72,23
wleonmp,o,123,49
wleonmp,e,121,41
wleonmp,l,94,32
wleonmp,w,60,15
wlbeark,k,115,31
wlbeark,b,240,53
wlbeark,l,189,48
wlbeark,w,116,31
fednagi,f,232,43
lfbnagi,b,197,35
lfbnagi,f,153,29
ryeotmp,m,239,54
ryeotmp,y,172,32
ehntarp,h,237,51
fyontgi,y,91,19
fyontgi,t,199,39
fyontgi,f,132,26
fyontgi,o,188,40
redohmi,h,160,34
luedovr,u,224,43
glconzi,c,155,30
glconzi,l,206,40
glconzi,z,69,10
lfetrzi,z,93,12
bentami,b,118,32
ucnargi,u,149,24
ucnargi,c,179,29
ubentmi,i,153,37
ubentmi,m,128,34
ubentmi,t,154,44
ubentmi,n,169,40
ubentmi,e,169,46
ubentmi,b,67,17
ubentmi,u,107,25
weohntm,m,91,28
weohntm,t,147,44
weohntm,n,107,33
weohntm,h,58,19
weohntm,o,106,37
weohntm,e,141,46
weohntm,w,43,16
gontazi,z,94,12
lechnri,n,155,30
lechnri,h,208,41
lechnri,l,224,45
fecdtrp,c,174,26
fecdtrp,f,216,37
fecdtrp,t,231,40
fecdtrp,p,191,34
rweakgi,i,90,18
rweakgi,g,88,21
rweakgi,k,46,14
rweakgi,a,149,38
rweakgi,w,120,32
bcohtai,i,132,26
bcohtai,a,199,42
bcohtai,t,206,50
bcohtai,h,150,34
bcohtai,o,139,34
bcohtai,c,194,39
bcohtai,b,127,27
whnakgi,k,76,20
whnakgi,a,175,35
whnakgi,w,151,28
whnakgi,h,59,14
gchnrpi,c,112,20
gchnrpi,p,145,24
gchnrpi,h,102,20
gchnrpi,r,96,17
ecdhrpi,h,250,44
rumecki,k,63,15
rumecki,m,106,25
rumecki,c,107,24
rumecki,u,87,17
rumecki,i,120,27
rbeoamg,g,204,47
rbeoamg,m,241,55
rbeoamg,o,177,46
rbeoamg,b,212,51
pbetazi,i,90,18
pbetazi,z,50,8
pbetazi,a,87,25
pbetazi,t,80,24
pbetazi,e,78,26
pbetazi,b,51,16
pbetazi,p,84,21
lontmgi,m,200,39
lfecnti,c,184,33
lfecnti,f,182,43
ujednri,u,226,42
ujednri,j,66,10
lycnapi,i,195,35
lycnapi,p,119,27
lycnapi,a,229,48
lycnapi,n,157,29
lycnapi,c,182,32
lycnapi,y,145,26
lycnapi,l,196,42
lbecdta,c,209,37
lucntap,p,91,23
lucntap,a,152,40
lucntap,t,102,27
lucntap,n,87,23
lucntap,c,99,23
lucntap,u,82,26
lucntap,l,125,33
ueqonxi,i,57,9
ueqonxi,x,20,3
ueqonxi,n,72,16
ueqonxi,o,42,10
ueqonxi,q,43,6
ueqonxi,e,57,12
ueqonxi,u,62,10
gumnrpi,u,208,34
gumnrpi,p,227,39
gumnrpi,m,178,30
gumnrpi,r,202,37
ubcdork,k,54,17
ubcdork,r,65,23
ubcdork,o,81,27
ubcdork,d,31,14
ubcdork,c,60,18
ubcdork,b,44,12
ubcdork,u,38,12
bodnrgi,d,239,45
bodnrgi,b,240,44
keontri,k,129,34
keontri,o,250,62
lumbeyr,m,185,34
lumbeyr,b,243,49
lumbeyr,y,123,26
lumbeyr,l,226,51
rhnamgi,h,80,15
uyntami,i,160,33
uyntami,m,152,33
uyntami,a,156,34
uyntami,t,176,38
uyntami,n,203,42
uyntami,y,112,21
uyntami,u,136,26
wlednmi,m,190,43
wlednmi,n,219,47
wlednmi,w,170,36
lyeovtr,t,194,46
lyeovtr,v,185,39
lyeovtr,o,208,55
lyeovtr,y,112,25
lyeovtr,l,226,51
lfbedoi,f,218,49
lhntrgi,l,176,32
lhntrgi,h,156,27
lhntrgi,r,128,24
ybecdot,t,132,30
ybecdot,o,195,45
ybecdot,c,106,20
ybecdot,b,104,24
ybecdot,y,83,18
gumerpi,i,234,46
gumerpi,p,207,46
gumerpi,m,222,45
gumerpi,u,128,25
gumerpi,g,132,25
lbcoagk,k,88,22
lbcoagk,g,36,12
lbcoagk,a,100,29
lbcoagk,o,103,35
lbcoagk,c,94,26
lbcoagk,b,87,23
lbcoagk,l,101,37
gmearpi,g,248,50
luednmp,p,227,46
luednmp,m,173,36
luednmp,n,165,31
luednmp,l,236,49
ruhnami,i,87,20
ruhnami,m,117,24
ruhnami,a,102,24
ruhnami,n,92,17
ruhnami,h,44,7
ruhnami,u,67,11
ruhnami,r,67,15
lecotap,o,222,65
lecotap,c,230,55
wybdork,k,51,11
wybdork,r,88,22
wybdork,o,119,33
wybdork,d,73,19
wybdork,b,60,13
wybdork,y,73,14
wybdork,w,77,15
lfbenxi,i,112,28
lfbenxi,x,37,6
lfbenxi,n,84,16
lfbenxi,e,143,37
lfbenxi,b,90,18
lfbenxi,f,93,23
lfbenxi,l,138,32
ecdtxrp,c,188,29
ecdtxrp,t,206,34
ecdtxrp,p,201,36
ecdtxrp,x,113,17
luecdoi,i,192,41
luecdoi,o,240,51
luecdoi,u,173,34
uqntari,i,115,22
uqntari,r,122,24
uqntari,a,171,34
uqntari,t,172,36
uqntari,n,139,28
uqntari,q,67,9
uqntari,u,99,22
fecnarg,g,182,38
fecnarg,n,222,43
fecnarg,c,147,31
fecnarg,f,118,26
luontgi,u,246,43
fucotam,m,71,19
fucotam,a,84,24
fucotam,t,81,27
fucotam,o,97,27
fucotam,c,55,14
fucotam,u,50,14
fucotam,f,33,10
uedvnap,p,198,42
uedvnap,a,155,34
uedvnap,v,89,21
uedvnap,u,123,24
ldonahg,g,107,29
ldonahg,h,56,13
ldonahg,a,124,35
ldonahg,n,112,28
ldonahg,o,132,39
ldonahg,d,83,22
ldonahg,l,101,31
wkcnami,i,113,28
wkcnami,m,91,20
wkcnami,a,127,25
wkcnami,n,116,23
wkcnami,c,89,17
wkcnami,k,63,16
wkcnami,w,30,8
fontrpi,i,161,34
fontrpi,p,193,36
fontrpi,r,133,34
fontrpi,t,186,44
fontrpi,n,165,32
fontrpi,o,212,51
fontrpi,f,71,16
wohtamk,k,32,8
wohtamk,m,61,18
wohtamk,a,73,24
wohtamk,t,72,23
wohtamk,h,53,18
wohtamk,o,75,23
wohtamk,w,28,9
gmonrpi,m,228,45
ruetami,u,172,31
wlbehtr,t,152,31
wlbehtr,h,95,21
wlbehtr,b,68,16
wlbehtr,l,85,21
wlbehtr,w,98,23
lubenam,m,203,50
lubenam,a,245,66
lubenam,n,147,36
lubenam,e,242,60
lubenam,b,208,49
lubenam,u,151,36
lontapk,k,55,15
lontapk,p,109,28
lontapk,a,148,37
lontapk,t,121,31
lontapk,n,89,24
lontapk,o,145,45
lontapk,l,143,42
wlednag,w,213,50
lfyhtgi,i,126,33
lfyhtgi,g,79,15
lfyhtgi,t,98,23
lfyhtgi,h,93,17
lfyhtgi,y,68,12
lfyhtgi,f,62,15
lfyhtgi,l,97,24
wonamgi,w,188,33
wonamgi,o,212,44
wonamgi,m,240,47
lfueari,a,227,54
lfueari,u,143,32
fuedonm,m,139,34
fuedonm,o,183,45
fuedonm,u,186,37
fuedonm,f,145,29
luyhtmi,i,58,16
luyhtmi,m,70,16
luyhtmi,t,63,16
luyhtmi,h,36,8
luyhtmi,y,50,10
luyhtmi,u,66,14
luyhtmi,l,61,18
wljengi,l,189,34
wljengi,w,113,19
wljengi,e,173,34
wljengi,j,85,12
glunmpi,l,247,47
glunmpi,m,198,34
leharpi,h,161,36
wfeorpi,i,150,33
wfeorpi,p,182,42
wfeorpi,o,131,30
wfeorpi,f,130,30
wfeorpi,w,112,27
lbhntgi,t,247,43
lbhntgi,l,164,30
lbhntgi,h,154,26
lbhntgi,b,98,15
ryedtam,y,246,48
lubedai,u,196,43
lecdhni,n,241,45
lecdhni,h,213,44
ybevari,i,131,25
ybevari,a,159,41
ybevari,v,120,28
ybevari,b,149,33
ybevari,y,91,21
luevtri,t,231,48
luevtri,v,238,42
luevtri,u,76,18
ecovntr,v,227,39
kehntri,k,99,23
kehntri,h,235,42
bednarz,z,72,14
lybcapk,k,63,14
lybcapk,p,88,17
lybcapk,a,150,39
lybcapk,c,85,20
lybcapk,b,84,17
lybcapk,y,80,18
lybcapk,l,110,28
eontxmp,p,111,29
eontxmp,m,109,29
eontxmp,x,45,9
eontxmp,t,168,41
eontxmp,n,137,35
eontxmp,o,152,46
eontxmp,e,180,54
uyqdnar,r,57,14
uyqdnar,a,65,18
uyqdnar,n,38,8
uyqdnar,d,49,11
uyqdnar,q,24,5
uyqdnar,y,66,15
uyqdnar,u,35,8
fuqnagi,u,53,10
fuqnagi,q,21,3
fuqnagi,f,62,13
fuqnagi,a,116,23
lujqoni,i,46,10
lujqoni,n,45,13
lujqoni,o,39,11
lujqoni,q,19,2
lujqoni,j,21,4
lujqoni,u,35,7
lujqoni,l,25,8
luevngi,u,116,22
luevngi,v,178,32
lubecri,i,197,40
lubecri,c,162,37
lubecri,b,196,44
lubecri,u,220,51
fuecont,t,174,46
fuecont,n,154,39
fuecont,o,170,43
fuecont,c,137,29
fuecont,e,142,35
fuecont,u,68,19
fuecont,f,79,18
edntxpi,x,122,18
becnami,i,223,45
becnami,m,239,54
becnami,a,249,57
becnami,n,214,46
becnami,c,202,37
becnami,e,197,48
becnami,b,117,24
umbecri,i,136,30
umbecri,m,154,31
umbecri,c,111,24
umbecri,b,127,27
umbecri,u,143,28
codtari,d,192,43
codtari,o,229,55
codtari,c,249,46
gconrpi,c,168,30
gconrpi,p,230,42
gconrpi,r,233,44
cotarpk,k,90,26
cotarpk,p,162,40
cotarpk,t,241,54
cotarpk,o,236,59
cotarpk,c,188,44
ljontgi,t,248,50
ljontgi,j,95,16
wyentri,y,123,23
wyentri,w,219,45
echtamk,k,46,14
echtamk,m,86,28
echtamk,a,172,50
echtamk,t,173,46
echtamk,h,155,38
echtamk,c,142,33
echtamk,e,163,49
luecdti,u,209,44
lenakgi,k,219,44
bedvtar,v,237,39
geontap,p,156,42
geontap,o,200,53
geontap,g,157,40
uentmpk,k,29,11
uentmpk,p,61,19
uentmpk,m,50,15
uentmpk,t,77,23
uentmpk,n,51,15
uentmpk,e,90,31
uentmpk,u,50,16
fbeotar,f,213,50
wlhntgi,l,186,33
wlhntgi,w,176,31
wlhntgi,h,168,30
luenarg,u,236,52
lconmgi,c,199,36
lconmgi,l,250,51
lconmgi,m,167,31
genamzi,z,104,17
genamzi,e,198,44
rovtami,i,109,26
rovtami,m,114,32
rovtami,a,180,43
rovtami,t,177,44
rovtami,v,41,6
rovtami,o,159,40
rovtami,r,174,42
umecark,k,114,24
umecark,m,183,40
umecark,a,204,49
umecark,c,144,32
umecark,u,93,18
ybeoark,k,121,29
ybeoark,a,162,43
ybeoark,o,125,33
ybeoark,b,187,47
ybeoark,y,101,23
leotamp,m,235,69
leotamp,o,207,65
redonmg,m,249,56
lkbnami,i,150,41
lkbnami,m,123,32
lkbnami,a,165,43
lkbnami,n,132,32
lkbnami,b,83,23
lkbnami,k,78,20
lkbnami,l,129,38
zleargi,i,170,34
zleargi,z,90,18
zleargi,a,246,61
zleargi,g,241,51
zleargi,l,241,55
uecvtxi,i,48,9
uecvtxi,x,32,6
uecvtxi,t,52,11
uecvtxi,v,32,5
uecvtxi,c,56,11
uecvtxi,e,53,12
uecvtxi,u,33,5
uedonmi,i,221,43
uedonmi,m,232,53
uedonmi,o,195,45
uedonmi,u,188,34
ubntagi,u,169,32
ubntagi,b,197,35
glecnpi,c,174,27
glecnpi,p,241,42
rfbeomi,i,165,37
rfbeomi,m,137,36
rfbeomi,o,136,34
rfbeomi,b,154,34
rfbeomi,f,169,38
luyeqna,a,94,22
luyeqna,n,76,16
luyeqna,q,64,11
luyeqna,e,83,17
luyeqna,y,57,11
luyeqna,u,93,20
luyeqna,l,98,24
lbnamgi,b,241,41
wchntgi,c,151,25
wchntgi,t,246,44
wchntgi,w,177,29
wchntgi,h,217,41
yeovtrp,v,101,23
yeovtrp,y,134,28
yjedori,y,63,14
yjedori,o,123,25
yjedori,i,123,21
yjedori,j,48,6
feontrg,g,180,39
feontrg,n,244,53
feontrg,f,218,44
lybonti,i,87,26
lybonti,t,72,26
lybonti,n,100,27
lybonti,o,127,42
lybonti,b,92,24
lybonti,y,76,18
lybonti,l,79,30
lymaxri,i,102,26
lymaxri,r,85,20
lymaxri,x,60,8
lymaxri,a,156,37
lymaxri,m,120,26
lymaxri,y,68,14
lymaxri,l,115,27
luyontg,g,73,20
luyontg,t,66,21
luyontg,n,70,22
luyontg,o,88,31
luyontg,y,63,13
luyontg,u,75,22
luyontg,l,73,24
puchtaz,z,42,4
puchtaz,a,91,21
puchtaz,t,100,22
puchtaz,h,91,17
puchtaz,c,82,15
puchtaz,u,63,11
puchtaz,p,70,14
fluyehp,p,63,17
fluyehp,h,34,9
fluyehp,e,55,20
fluyehp,y,73,15
fluyehp,u,86,22
fluyehp,l,73,25
fluyehp,f,63,16
luecdop,c,217,47
luecdop,u,227,46
lmeharp,p,220,56
lmeharp,m,148,41
lmeharp,h,83,26
lmeharp,l,198,54
lfontar,r,136,38
lfontar,a,238,57
lfontar,t,219,55
lfontar,n,111,27
lfontar,o,228,63
lfontar,f,145,36
lfontar,l,181,46
cvnargi,c,179,29
cvnargi,v,131,20
redtamk,k,188,34
gletmzi,i,105,30
gletmzi,z,30,4
gletmzi,m,76,23
gletmzi,t,96,29
gletmzi,e,113,33
gletmzi,l,107,29
gletmzi,g,54,12
ucodntr,r,185,43
ucodntr,t,187,43
ucodntr,n,191,37
ucodntr,d,129,28
ucodntr,c,171,32
ucodntr,u,174,39
codntgi,c,250,36
codntgi,d,226,35
ybedohm,m,130,31
ybedohm,o,187,47
ybedohm,h,87,18
ybedohm,b,128,27
ybedohm,y,82,18
wyedork,y,101,26
wyedork,w,197,43
wyedork,k,105,24
edhnagi,h,179,35
gedharp,h,203,37
mjeotar,m,230,60
mjeotar,j,32,6
lumbycr,r,74,17
lumbycr,c,45,10
lumbycr,y,75,14
lumbycr,b,60,16
lumbycr,m,59,10
lumbycr,u,107,28
lumbycr,l,54,15
glnakpi,k,116,23
lfuydti,i,147,32
lfuydti,t,98,21
lfuydti,d,90,19
lfuydti,y,126,24
lfuydti,u,121,23
lfuydti,f,130,25
lfuydti,l,159,35
gehnarp,p,163,38
gehnarp,n,204,39
gehnarp,h,80,17
gehnarp,g,223,44
lbednak,k,164,38
ubedrzi,u,128,26
ubedrzi,z,75,11
ubedrzi,i,231,41
ubedrzi,b,219,42
wodntmi,i,139,32
wodntmi,m,83,22
wodntmi,t,79,23
wodntmi,n,121,32
wodntmi,d,97,21
wodntmi,o,135,35
wodntmi,w,82,19
lecdhak,k,141,33
lecdhak,a,238,59
lecdhak,h,168,38
lecdhak,c,223,48
lecdhak,l,199,51
rwlnkgi,k,85,19
rwlnkgi,l,120,22
rwlnkgi,w,104,18
rwlnkgi,r,96,17
fuednti,u,250,44
ludtapi,i,99,27
ludtapi,p,127,30
ludtapi,a,121,33
ludtapi,t,82,23
ludtapi,d,65,17
ludtapi,u,68,20
ludtapi,l,135,38
uedonxp,p,200,42
uedonxp,x,62,9
uedonxp,n,233,49
uedonxp,o,132,35
uedonxp,u,161,30
glueorp,p,185,53
glueorp,o,186,55
glueorp,u,132,36
glueorp,g,131,35
glueorp,l,146,48
lueovti,i,84,23
lueovti,t,110,33
lueovti,v,80,21
lueovti,o,95,28
lueovti,e,132,34
lueovti,u,43,11
lueovti,l,133,42
rwyotam,m,154,38
rwyotam,a,221,54
rwyotam,t,171,42
rwyotam,o,207,48
rwyotam,y,138,30
rwyotam,w,80,17
rwyotam,r,233,56
ujcdnta,a,66,15
ujcdnta,t,68,18
ujcdnta,n,64,13
ujcdnta,d,34,6
ujcdnta,c,41,9
ujcdnta,j,32,4
ujcdnta,u,58,14
wledont,w,243,52
lfcntgi,c,89,13
lfcntgi,l,194,36
lfcntgi,t,187,36
lfcntgi,f,107,19
luedvta,t,237,46
luedvta,v,220,38
luedvta,u,225,43
ujconti,i,171,28
ujconti,t,164,29
ujconti,n,213,40
ujconti,o,202,37
ujconti,c,160,25
ujconti,j,82,10
ujconti,u,137,22
lybenai,i,173,35
lybenai,a,210,49
lybenai,n,174,37
lybenai,e,214,47
lybenai,b,194,44
lybenai,y,101,20
lybenai,l,244,56
uycotar,r,249,53
uycotar,a,228,46
uycotar,t,230,54
uycotar,o,188,42
uycotar,c,183,33
uycotar,y,129,24
uycotar,u,132,26
fkecari,i,214,42
fkecari,k,107,22
fkecari,a,214,48
fkecari,c,183,37
fkecari,f,200,43
luectam,m,176,52
luectam,a,244,63
luectam,t,249,59
luectam,c,128,31
luectam,e,250,62
luectam,u,133,32
luectam,l,245,62
fyednmi,i,185,42
fyednmi,m,117,26
fyednmi,n,183,39
fyednmi,y,57,14
fyednmi,f,128,26
rluonam,m,192,47
rluonam,a,197,48
rluonam,n,138,34
rluonam,o,148,43
rluonam,u,132,28
rluonam,l,153,40
rluonam,r,158,35
luevnta,t,232,50
luevnta,n,221,50
luevnta,v,173,35
luevnta,u,157,33
luevnta,l,244,55
umectri,m,190,46
umectri,c,204,39
umectri,u,181,36
lecoxmp,p,72,27
lecoxmp,m,61,17
lecoxmp,x,26,5
lecoxmp,o,78,33
lecoxmp,c,48,14
lecoxmp,e,84,28
lecoxmp,l,84,28
edhnvar,v,208,41
edhnvar,h,193,37
lyetagi,i,178,35
lyetagi,g,234,44
lyetagi,t,227,48
lyetagi,y,162,27
lycoami,i,117,27
lycoami,m,111,33
lycoami,a,181,45
lycoami,o,130,35
lycoami,c,170,39
lycoami,y,115,24
lycoami,l,183,50
glcnrpi,c,93,13
glcnrpi,l,119,20
glcnrpi,r,122,21
glcnrpi,p,143,24
edntxgi,x,103,17
lehntai,h,163,41
wdvnmgi,v,49,6
wdvnmgi,w,52,8
wdvnmgi,d,94,15
wdvnmgi,m,49,8
fbecdar,c,246,46
fbecdar,f,212,43
fbecdar,b,244,51
ueqdvri,u,127,23
ueqdvri,q,79,12
ueqdvri,v,182,32
bechtri,h,245,48
bechtri,c,182,36
bechtri,b,120,24
lbnakgi,k,151,29
bcontai,b,159,31
wlyntgi,y,84,15
wlyntgi,t,210,40
wlyntgi,l,167,32
wlyntgi,w,168,29
uycdtai,i,105,19
uycdtai,a,131,25
uycdtai,t,101,23
uycdtai,d,89,18
uycdtai,c,116,22
uycdtai,y,67,13
uycdtai,u,40,9
wledopi,i,229,49
wledopi,w,210,44
gynarpi,y,169,30
ubechtk,k,46,10
ubechtk,t,66,17
ubechtk,h,76,15
ubechtk,c,69,17
ubechtk,e,71,18
ubechtk,b,49,12
ubechtk,u,60,15
yedtxri,y,63,16
yedtxri,t,236,49
yedtxri,x,42,7
ymbchar,r,90,22
ymbchar,a,104,27
ymbchar,h,50,11
ymbchar,c,71,16
ymbchar,b,37,8
ymbchar,m,63,13
ymbchar,y,81,17
wydarzi,i,53,13
wydarzi,z,27,4
wydarzi,r,81,23
wydarzi,a,87,25
wydarzi,d,75,18
wydarzi,y,65,16
wydarzi,w,46,12
uedhtmp,p,146,33
uedhtmp,m,118,30
uedhtmp,t,148,35
uedhtmp,h,85,19
uedhtmp,u,129,31
lubconk,k,84,24
lubconk,n,62,18
lubconk,o,99,33
lubconk,c,89,24
lubconk,b,53,18
lubconk,u,54,17
lubconk,l,74,26
fentmgi,f,123,24
fentmgi,m,136,32
lfuecta,c,204,42
lfuecta,u,150,32
lfuecta,f,209,51
rfyntmi,i,84,23
rfyntmi,m,38,10
rfyntmi,t,58,14
rfyntmi,n,71,14
rfyntmi,y,63,11
rfyntmi,f,51,12
rfyntmi,r,33,7
lohnagi,o,242,49
lohnagi,h,121,22
glynmpi,y,95,17
glynmpi,l,118,23
glynmpi,m,121,23
glynmpi,p,175,30
luotari,i,123,33
luotari,r,194,50
luotari,a,187,46
luotari,t,217,60
luotari,o,143,43
luotari,u,63,18
luotari,l,139,42
lueconp,p,104,34
lueconp,n,126,32
lueconp,o,159,51
lueconp,c,126,29
lueconp,e,140,38
lueconp,u,72,17
lueconp,l,110,35
chnakgi,k,109,24
chnakgi,c,210,37
chnakgi,h,149,31
chnakgi,a,202,37
lyvtari,i,189,41
lyvtari,r,209,42
lyvtari,t,185,36
lyvtari,v,142,23
lyvtari,y,133,24
lyvtari,l,193,42
lydnarg,g,137,30
lydnarg,r,137,32
lydnarg,a,212,52
lydnarg,n,137,27
lydnarg,d,126,27
lydnarg,y,140,29
lydnarg,l,127,27
ruohtmi,i,31,9
ruohtmi,m,90,21
ruohtmi,t,105,35
ruohtmi,h,71,16
ruohtmi,o,109,33
ruohtmi,u,85,21
ruohtmi,r,111,30
lubcapk,k,77,19
lubcapk,p,69,17
lubcapk,a,103,27
lubcapk,c,90,23
lubcapk,b,62,16
lubcapk,u,54,19
lubcapk,l,99,31
kbonrgi,k,105,24
kbonrgi,b,215,40
kbonrgi,r,193,37
luecvtr,t,178,35
luecvtr,v,117,20
luecvtr,c,186,37
luecvtr,u,199,44
luecvtr,l,231,46
uodnthg,g,80,19
uodnthg,h,85,20
uodnthg,t,88,25
uodnthg,n,52,17
uodnthg,d,66,16
uodnthg,o,120,34
uodnthg,u,92,25
runamgi,u,200,30
luybarg,g,116,29
luybarg,r,118,31
luybarg,a,133,35
luybarg,b,119,32
luybarg,y,144,29
luybarg,u,144,34
luybarg,l,140,33
becntai,i,222,44
becntai,c,193,36
becntai,e,214,54
becntai,b,104,28
lfuecar,c,241,50
lfuecar,u,216,47
lfuecar,f,222,51
uecdvti,i,204,41
uecdvti,v,117,20
uecdvti,t,151,31
uecdvti,c,193,36
uecdvti,u,77,16
ecaxkpi,i,60,14
ecaxkpi,p,74,25
ecaxkpi,k,29,11
ecaxkpi,x,27,5
ecaxkpi,a,62,16
ecaxkpi,c,69,19
ecaxkpi,e,66,22
envtamp,p,77,25
envtamp,m,111,31
envtamp,a,152,46
envtamp,t,162,42
envtamp,v,39,13
envtamp,n,141,35
envtamp,e,195,59
yhntagi,y,75,13
yhntagi,a,218,41
yhntagi,h,121,25
lctarpi,p,200,42
lctarpi,r,229,47
ukjenri,k,66,16
ukjenri,n,122,29
ukjenri,u,80,16
ukjenri,j,60,12
ukjenri,i,101,21
ubectrp,p,174,36
ubectrp,t,210,43
ubectrp,c,106,22
ubectrp,b,82,21
ubectrp,u,196,46
ujmerpi,i,155,31
ujmerpi,p,197,44
ujmerpi,m,145,32
ujmerpi,j,38,7
ujmerpi,u,122,23
rlfenmi,m,144,36
rlfenmi,n,159,33
rlfenmi,l,208,50
rlfenmi,f,246,56
lyentgi,y,180,26
gntampi,p,235,43
lecnxgi,c,124,20
lecnxgi,l,199,34
lecnxgi,e,193,37
lecnxgi,x,50,7
ecdhnai,h,213,43
lyedntm,m,135,27
lyedntm,t,154,32
lyedntm,n,162,32
lyedntm,y,55,12
lyedntm,l,129,25
rfedntm,f,242,41
rfedntm,m,165,29
ueqdoti,i,124,25
ueqdoti,t,184,41
ueqdoti,o,113,24
ueqdoti,q,89,15
ueqdoti,u,125,25
lueqdar,q,109,16
lyjbena,a,114,31
lyjbena,n,63,15
lyjbena,e,100,27
lyjbena,b,100,26
lyjbena,j,22,3
lyjbena,y,68,14
lyjbena,l,105,28
fednrzi,z,89,13
ecdovnk,k,115,28
ecdovnk,v,84,16
ecdovnk,n,214,47
ecdovnk,o,249,56
ecdovnk,c,222,46
uecdhnp,p,143,26
uecdhnp,n,185,31
uecdhnp,h,70,12
uecdhnp,c,105,18
uecdhnp,u,162,31
lyentri,y,162,29
lyentri,l,238,52
luhnagi,u,153,29
luhnagi,l,246,50
luhnagi,h,118,23
cohaxmi,i,61,13
cohaxmi,m,76,18
cohaxmi,x,32,6
cohaxmi,a,89,22
cohaxmi,h,52,10
cohaxmi,o,83,18
cohaxmi,c,90,19
wlbeonm,m,87,25
wlbeonm,n,93,25
wlbeonm,o,150,50
wlbeonm,e,148,40
wlbeonm,b,119,32
wlbeonm,l,147,40
wlbeonm,w,86,21
lfuyeti,i,135,36
lfuyeti,t,154,39
lfuyeti,e,126,39
lfuyeti,y,86,17
lfuyeti,u,104,23
lfuyeti,f,158,43
lfuyeti,l,192,53
echtazi,i,88,17
echtazi,z,18,3
echtazi,a,149,33
echtazi,t,172,39
echtazi,h,149,35
echtazi,c,159,33
echtazi,e,118,27
ecdohmi,i,158,35
ecdohmi,m,156,37
ecdohmi,o,184,42
ecdohmi,h,134,29
ecdohmi,c,190,40
wlyotna,a,199,46
wlyotna,n,111,30
wlyotna,t,120,30
wlyotna,o,170,44
wlyotna,y,143,30
wlyotna,l,180,45
wlyotna,w,105,27
lfonagi,f,242,48
wlfeori,i,229,52
wlfeori,o,178,42
wlfeori,l,248,63
wlfeori,f,237,59
wlfeori,w,169,39
yotarpi,i,151,32
yotarpi,p,208,47
yotarpi,o,214,48
yotarpi,y,142,29
wlmedki,i,189,49
wlmedki,m,134,32
wlmedki,k,79,22
wlmedki,l,208,52
wlmedki,w,118,28
rwleaki,i,146,37
rwleaki,k,89,27
rwleaki,a,142,43
rwleaki,l,116,40
rwleaki,w,108,34
zlenapi,i,177,36
zlenapi,p,203,47
zlenapi,a,202,49
zlenapi,n,154,36
zlenapi,e,179,45
zlenapi,l,196,48
zlenapi,z,79,13
lubhtai,i,84,21
lubhtai,a,91,31
lubhtai,t,83,27
lubhtai,h,67,19
lubhtai,b,99,25
lubhtai,u,60,18
lubhtai,l,74,30
lucntai,i,232,45
lucntai,t,223,51
lucntai,n,201,42
lucntai,c,224,41
lucntai,u,104,25
lucntai,l,187,44
leotmpi,i,186,49
leotmpi,p,204,55
leotmpi,m,181,55
leotmpi,o,208,60
leotmpi,l,238,68
fuecnar,a,177,45
fuecnar,n,159,32
fuecnar,c,159,34
fuecnar,u,92,21
fuecnar,f,129,29
yeontrp,y,157,33
lycoagi,i,166,28
lycoagi,g,136,27
lycoagi,a,195,38
lycoagi,o,160,36
lycoagi,c,183,36
lycoagi,y,164,30
lycoagi,l,241,53
ybcdark,k,42,10
ybcdark,r,84,23
ybcdark,a,112,31
ybcdark,d,53,13
ybcdark,c,77,16
ybcdark,b,65,16
ybcdark,y,69,16
lcdohgi,i,101,24
lcdohgi,g,45,12
lcdohgi,h,75,16
lcdohgi,o,98,28
lcdohgi,d,68,19
lcdohgi,c,94,22
lcdohgi,l,97,29
lecoari,i,240,50
lecoari,o,219,49
lyechri,i,219,45
lyechri,h,189,36
lyechri,c,245,44
lyechri,y,112,22
lyechri,l,216,47
yodnari,i,129,26
yodnari,r,172,44
yodnari,a,195,45
yodnari,n,163,34
yodnari,d,173,39
yodnari,o,148,33
yodnari,y,119,24
bconmgi,c,146,24
bconmgi,b,181,31
bconmgi,m,167,29
lcvnagi,v,190,29
luentrp,p,245,52
luentrp,n,234,46
luentrp,l,156,37
lfenxgi,l,181,38
lfenxgi,e,185,42
lfenxgi,f,127,28
lfenxgi,x,44,7
uectrpi,c,248,46
uectrpi,u,197,40
becdhti,i,238,53
becdhti,t,217,46
becdhti,h,137,30
becdhti,c,169,35
becdhti,b,92,18
yodtrpi,i,99,23
yodtrpi,p,102,26
yodtrpi,r,106,34
yodtrpi,t,127,35
yodtrpi,d,93,25
yodtrpi,o,145,43
yodtrpi,y,79,18
edothxr,h,219,41
edothxr,x,95,13
uyconti,i,133,26
uyconti,t,153,34
uyconti,n,192,41
uyconti,o,156,33
uyconti,c,125,24
uyconti,y,62,12
uyconti,u,120,23
edhvtri,h,204,40
jecdnta,j,53,8
lecdtap,c,247,49
luyotap,p,160,43
luyotap,a,177,40
luyotap,t,150,38
luyotap,o,162,44
luyotap,y,151,29
luyotap,u,82,23
luyotap,l,189,50
fuedrpi,u,169,36
eohnxpi,i,69,13
eohnxpi,p,86,25
